0.333 -0.667  0.0
0.500 -0.500  0.0
0.667 -0.333  0.0
0.500 0.000   0.0 
0.333 0.333   0.0 
0.000 0.500   0.0 
-0.333 0.667  0.0
-0.500 0.500  0.0
-0.667 0.333  0.0
-0.500 0.000  0.0
-0.333 -0.333 0.0
 0.000 -0.500 0.0 
 0.333 -0.667  0.0
